id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_description
748847,3934547,Heath,Södermalm,59.31544,18.0755,Entire home/apt,1295.0,19,2021-06-04,0.15,0,4.78,4.67,4.67,4.94,5.0,5.0,4.61,"Gorgeous apartment with balcony in 1885 building Gorgeous 3-room apartment in 1885 building. 72 sq. meters. Plus a new balcony 3.5 sq. meters. Just a block from Katarina church and Mosebacke. Loads of restaurants and pubs nearby!<br /><br /><b>The space</b><br />Gorgeous 3-room apartment in 1885 building. 72 sq. meters.<br /><br />Balcony of 3.5 sq. meters built in November 2020.<br /><br />Apartment is located in a great location in Södermalm, just a block to Mosebacke and Katarina church.<br /><br />2 bedrooms 1 bath, huge kitchen, comfy living room. Located on the third floor (2 Tr) with a view of the building's courtyard. Very quiet location in the back 'guard' house.<br /><br />Light and bright apartment in an excellent location in Södermalm. Near Katarina, Mosebacke, and Götgotsbacken. 8 sets of windows!<br /><br />Functioning original kakelugn (fireplace) in the living room. <br /><br />Newly renovated bathroom with heated floors.<br /><br />50"" plasma television, AppleTV, Netflix, wireless internet (50 mb).<br /><br />Near th"
755843,3978910,Pär,Kungsholmen,59.32881,18.03559,Entire home/apt,1469.0,156,2023-03-12,1.75,26,4.79,4.89,4.48,4.97,4.96,4.91,4.77,"Nice apartment in the city center Several restaurants in the building and a minimarket just a cross the street.<br />1 stop from centralstation with the underground. Close to the water. A big bed for 2 and a big sofa for 2.  Extra toilet. Free WI-FI, Stereo - Blue tooth.<br /><br /><b>The space</b><br />2 room apartment + kitchen,+ 2 toilets, 77 square meters with balcony 500 meters from centralstation and 300 meters from cityhall. TV, WIFI, Stereo. Close to restaurants and foodstore. Busstop infront of the building.<br /><br />There is also a Chrome cast for TV.<br /><br /><b>Guest access</b><br />Hole apartment"
763407,3549257,Gabriella,Norrmalm,59.34489,18.05216,Entire home/apt,1850.0,98,2022-12-04,0.81,3,4.94,4.92,4.95,4.89,4.94,4.79,4.74,"Cozy flat in central Stockholm <b>The space</b><br />A welcoming and a comfortable design flat, within walking distance of just about all the sights in Stockholm, including The Old Town, and a short stroll from the green and tree-filled expanse of Royal Haga Park.  <br /> <br />This cozy flat from 1883 is located in the heart of the Vasastan neighborhood, one of the city’s more pleasant enclaves. Just around the corner is Odenplan, a Stockholm hotspot for great cafes, bars and restaurants like Tranan (Traditional Swedish), Tennstopet (Traditional Swedish) and Panamé (gorgeous, easy-going French bistro).  <br /> <br />At Odenplan you will also find the nearest subway stop and buses. <br /> <br />Despite its central location, the area is safe, peaceful and quiet. <br /> <br />The flat has two bedrooms: one with a queen size bed and balcony, and one with two single beds. An extra bed can be arranged. Both bedrooms face a small park. In the welcoming studio-room there is a fully equipped, modern kitchen with a dining ar"
770995,4067436,Peter,Kungsholmen,59.32881,18.04668,Entire home/apt,4150.0,15,2021-06-27,0.18,0,4.93,4.93,5.0,5.0,4.93,4.87,4.67,"Fin lägenhet på nedre Kungsholmen. Sekelskifteshus med vackra Norr Mälarstrand inom ett stenkast avstånd. 5min gångavstånd till Centralstationen. Massor av restauranger och barer runt hörnet inkl Mäster Anders samt ica el coop.<br /><br />4 rum å kök med 6 sovplatser. Tv i 2 sovrum och internet/wi-fi 100mbit ingår. Nyrenoverat badrum.<br />Ljus å charmig lgh med platser för grilla på gården.<br /><br /><b>The space</b><br />En sekelskiftes lägenhet på nedre Kungsholmen nära Kungsholms torg.  <br />Modernt kök med sittplats för 6p.  <br />1 stort sovrum och 2 lite mindre. <br />Stort vardagsrum  <br />Garageplats finnes för de som önskar, mot ersättning. <br />2min gångavstånd till T-bana och buss till Centrum. <br />10min gångavstånd till Centralen och 15min till centrum. <br />Många fina restauranger i kvarteret såsom Mäster Anders, Rosmarin etc etc<br /><br /><b>Guest access</b><br />Internet/Wi-fi , Tv 60 kanaler"
776155,3963441,Ann-Sofie,Norrmalm,59.34353,18.05081,Entire home/apt,1800.0,22,2018-10-09,0.18,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Unique exclusive quiet penthouse/loft <b>The space</b><br />This is a top quality opportunity!<br />100 kvm penthouse/loft, all alone on the top floor, VERY PRIVATE and quiet location with terrace, windows facing the sky including from the jacuzzi. <br />Spacious and open apartment with large kitchen and living room. Calm and quiet separate bedroom with double bed (Hästen Continental 180 cm).<br /><br />The esthetics in the apartment is a matter of the heart for me, therefor I only welcome guests with a truly gentle touch. Beauty needs to be cared for.<br /><br />Fully equipped machinery in all respects.<br />An extremely bright and beautiful apartment with lots of windows, wooden floors, original beams and brick walls. There are more windows than walls :-) Situated in a charming, central  area one block from Odenplan where you find all buses and the subway. Plenty of cafés, bars, restaurants and funky, small scale shopping. Five minutes to Hagaparken where you can breath some air, take a swim and get a glimpse of Haga Cas"
785218,4139711,Fredrik,Kungsholmen,59.32142,17.99469,Entire home/apt,1500.0,17,2022-08-15,0.14,6,4.94,5.0,5.0,4.82,4.88,4.71,4.88,Unique 3 floor Town House <b>The space</b><br />Charming house with all modern conveniences. very close to the city center. A sunny terrace on top floor with a fantastic view. Patio with furniture. Totally refurbished 2010. Perfect for families.
810344,3189338,Lisa,Östermalm,59.33591,18.08483,Entire home/apt,1650.0,135,2023-02-20,1.11,19,4.79,4.8,4.78,4.81,4.87,4.94,4.67,"Style and charm heart of Stockholm Scandinavian design in a newly refurbished house from the 1800's. Very nice and central neighbourhood with everything that the city has to offer within walking distance.<br /><br /><b>The space</b><br />Scandinavian design in a newly refurbished house from the 1800's. Very nice and central neighbourhood with everything that the city has to offer within walking distance!<br /><br />Lot's of style and charm in the heart of Östermalm (inner city / posh neighbourhood / super central / clean / safe / vibrant). Quiet and peaceful location on second floor facing courtyard. High ceilings, wooden flooring, dishwasher, gas oven, internet (wifi) and 46"" Smart TV.<br /><br />Bedroom with 1 double bed(Ekornes Continental 2013) and lots of wardrobe space.<br /><br />-<br /><br />There's a communal laundry room in the building that's free of charge and easy to book and use.<br /><br />Östermalmstorg is only a 3 min walk away. There you'll find metro, buses, an amazing indoor food market (Östermalms S"
822497,4319402,Moa,Hägersten-Liljeholmen,59.29788,17.98505,Entire home/apt,1450.0,44,2022-08-13,0.36,5,4.81,4.84,4.84,4.88,4.98,4.7,4.66,"Cozy apartment with a terrace! Cozy three room apartment with smaller terrace on fine Hägerstensåsen; an idyllic, up and coming area south of central Stockholm. 2 bedrooms space for a party of six. 3 minutes walk to the subway and a 15 minutes ride to the center.<br /><br /><b>The space</b><br />Cozy two bedroom apartment with a terrace in fine Hägerstensåsen; an idyllic, up and coming area south of central Stockholm.<br /><br />The apartment, has 2 bedrooms, can take as many as six people and still be comfortable. It has a large social kitchen, with a table that easily fits 6 people. The bathroom has a tub and washing machine.<br /><br />The larger bedroom has a 160 cm bed and one smaller has a 120 cm bed. There are also two sleeping arrangements in the living room. One person can sleep in the very comfortable sofa and one person will dwell in an as comfortable folded bed (which is 85 cm wide). Thus, the apartment can hold 6 people only if two people share each of the bedrooms. Nice and cozy :)<br /><br />I will gl"
838442,4380521,Joakim,Norrmalm,59.33593,18.05542,Entire home/apt,2177.0,62,2023-03-05,0.72,13,4.61,4.6,4.65,4.77,4.79,4.87,4.61,"City Backpackers  - 6 Bed Apartment with Sauna Our 19th century apartment is part of our Hostel property and is located away from the main hostel building on the other side of our courtyard. It has comfy bunk beds with an equipped kitchen. We have 4 beds in one room and two fold out beds located in the kitchen area. The shower and WC are in separate rooms. The private sauna is available at your disposal whenever you want to use it. There are lockers included. Bed-linen, towels and high speed wifi are all included in the accommodation price.<br /><br /><b>The space</b><br />The six bedded apartment have comfy bunk beds fully equipped kitchen, private bathroom, laundry room, and even a private sauna. In short, a perfect choice for the family or a group of friends, and want to cut costs by cooking your own meals. The apartment is located away from the main hostel building on the other side of the courtyard. Please note - Smoking is not permitted in the apartment or hostel grounds.<br /><br /><b>Guest access</b><br />Reception desk ope"
858902,4495747,Lotta,Östermalm,59.33884,18.08536,Private room,610.0,38,2022-09-21,0.32,3,4.71,4.92,4.97,4.97,4.91,4.97,4.66,"Single room-city centre of Sthlm G Are you traveling alone and looking for a peaceful accommodation with a high standard? Then this is the right place. <br />Here you get a room with pressed sheets, towels and a small fridge, very close to the center city.<br /><br />This is a place with more or less no interaction with the host and please notice, no access to kitchen or washing machine.<br />(are you looking for a room to stay in most of the part, we recommend you to rent an other room. As this is a room perfect if you want to explore Stockholm)<br /><br /><b>The space</b><br />Are you traveling alone and looking for a quiet and peaceful accommodation with a high standard? <br />Then you have found the right place. <br />Here you get a room with sheets and towels.<br /><br />I offers a cozy single room with 105 cm bed, furnished with a desk, small fridge and an electric kettle. Room for rent in my homely accommodation, very central in central Stockholm. Only access to the room. Shared bathroom and shared separate toile"
884403,779150,Henrik,Södermalm,59.307583,18.080265,Entire home/apt,1246.0,54,2022-06-25,0.44,1,4.82,4.82,4.65,4.9,4.94,4.92,4.69,"Apartment in Stockholm, Furnished <b>The space</b><br />Welcome to a bright and airy apartment on the beautiful south side island of Stockholm City, Södermalm. Here you have a neighborhood that is full of creative people and where cafés, grocery stores, bars and other stores laying within a 5 minute walk from each other!<br /><br />The apartment:<br /><br />Size: 51 sq. m<br />Internet: Yes, free wifi.<br />Bed: 120cm, sheets are available. There is also a sofa for one person to sleep on.<br />Kitchen: Fully equipped, seating for 3 people.<br />Bathroom: Toilet, shower and a washing machine. Towels are available.<br /><br />In addition, there is a 42"" TV and DVD/Stereo at your disposal.<br /><br />The neighborhood:<br /><br />The apartment is located about 200 meters from Skanstull Metro Station, and from there it only takes 7 minutes to Stockholm Central Station. You have less than a 5 minute walk to both the metro, buses, restaurants, grocery stores, second hand stores, pizzerias and sushi etc. Location is perfect be"
